keyword,search_volume,kd,cpc,competition,intent,competitor_count,best_competitor_position,best_competitor_domain,best_competitor_url,all_competitors,our_position,our_url,opportunity_score,serp_features
northern virginia patios,30,3,90.38999938964844,0.9300000071525574,commercial,7,3,deckscapesofva.com,https://deckscapesofva.com/,deckscapesofva.com #3; battlefielddecks.com #8; steadfastinc.com #15; velerodeckdesigns.com #21; deckguru.com #32; coreoutdoor.com #35; prodeckconstructionva.com #43,,,7.5,"organic, local_pack, related_searches"
stafford va deck builders,30,0,36.689998626708984,0.8799999952316284,navigational,3,3,northerndeckworks.com,https://www.northerndeckworks.com/,northerndeckworks.com #3; deckbuildersinc.com #69; decksva.com #75,,,7.5,"local_pack, organic, people_also_ask, related_searches"
northern virginia siding,30,0,,0.23999999463558197,commercial,1,3,fairfaxcontractor.com,https://fairfaxcontractor.com/siding-contractor/,fairfaxcontractor.com #3,,,7.5,"local_pack, organic, paid, related_searches"
fencing for windy areas,30,0,0.3199999928474426,1,transactional,1,3,fenceanddeckconnection.com,https://www.fenceanddeckconnection.com/blog/2024/01/10/best-fencing-options-for-high-winds/,fenceanddeckconnection.com #3,,,7.5,"ai_overview, organic, people_also_ask, discussions_and_forums, video, related_searches, images"
vertical wood privacy fence,30,15,0.23999999463558197,0.9700000286102295,transactional,1,3,fenceanddeckconnection.com,https://www.fenceanddeckconnection.com/fencing-wood/vertical-board/,fenceanddeckconnection.com #3,,,7.5,"images, organic, popular_products, people_also_ask, video, related_searches"
what do you put under fire pit on deck,30,0,0.009999999776482582,1,informational,1,3,fenceanddeckconnection.com,https://www.fenceanddeckconnection.com/blog/2021/03/11/how-to-safely-use-a-fire-pit-on-your-wood-or-composite-deck/,fenceanddeckconnection.com #3,,,7.5,"ai_overview, video, people_also_ask, organic, discussions_and_forums, related_searches"
what is timbertech decking,30,6,1.440000057220459,0.7699999809265137,informational,1,3,sunburstdeck.com,https://sunburstdeck.com/what-is-timbertech-made-of/,sunburstdeck.com #3,,,7.5,"ai_overview, organic, people_also_ask, video, images, popular_products, related_searches"
traverse city contractors,170,1,5.369999885559082,0.7599999904632568,navigational,1,22,commconstruct.com,https://commconstruct.com/traverse-city-mi,commconstruct.com #22,,,7.39,"local_pack, organic, related_searches, google_reviews"
brick house window,170,0,6.269999980926514,0.38999998569488525,transactional,1,22,fairfaxcontractor.com,https://fairfaxcontractor.com/fairfax-contractor-can-cut-brick-wall-install-window/,fairfaxcontractor.com #22,,,7.39,"ai_overview, images, video, organic, short_videos, related_searches"
epoxy injection for basement walls,170,0,5.529999732971191,0.9800000190734863,commercial,1,22,fairfaxcontractor.com,https://fairfaxcontractor.com/epoxy-injection-cracked-basement-walls/,fairfaxcontractor.com #22,,,7.39,"ai_overview, organic, people_also_ask, popular_products, video, discussions_and_forums, images, related_searches"
timbertech railing systems,170,0,1.1299999952316284,1,navigational,1,22,sunburstdeck.com,https://sunburstdeck.com/choose-the-right-timbertech-deck-railing/,sunburstdeck.com #22,,,7.39,"organic, popular_products, people_also_ask, images, related_searches"
converting patio to sunroom,480,0,9.880000114440918,0.9200000166893005,informational,1,64,steadfastinc.com,https://www.steadfastinc.com/blog/converting-porch-into-3-season-room,steadfastinc.com #64,,,7.38,"ai_overview, video, people_also_ask, organic, discussions_and_forums, related_searches, images"
composite deck resurfacing,140,0,4.090000152587891,0.6800000071525574,commercial,1,18,deckguru.com,https://deckguru.com/everything-you-need-to-know-about-deck-resurfacing/,deckguru.com #18,,,7.37,"ai_overview, organic, people_also_ask, popular_products, discussions_and_forums, video, short_videos, local_pack, related_searches, images"
patio repair contractor,140,0,8.350000381469727,0.1599999964237213,commercial,1,18,deckguru.com,https://deckguru.com/patio-repair/,deckguru.com #18,,,7.37,"local_pack, organic, people_also_ask, discussions_and_forums, perspectives, related_searches"
best size for deck,140,0,17.68000030517578,0.07000000029802322,informational,2,18,sunburstdeck.com,https://sunburstdeck.com/what-is-a-good-size-deck/,sunburstdeck.com #18; deckguru.com #35,,,7.37,"ai_overview, organic, people_also_ask, discussions_and_forums, video, related_searches, images"
how much for gunite pool,140,0,5.539999961853027,0.23000000417232513,informational,1,18,deckscapesofva.com,https://deckscapesofva.com/blog/custom-pool-costs,deckscapesofva.com #18,,,7.37,"ai_overview, organic, people_also_ask, discussions_and_forums, related_searches, images"
best mortar for bricks,140,0,0.49000000953674316,1,commercial,1,18,fairfaxcontractor.com,https://fairfaxcontractor.com/types-of-mortar/,fairfaxcontractor.com #18,,,7.37,"ai_overview, organic, people_also_ask, discussions_and_forums, popular_products, perspectives, related_searches, images"
how much does timbertech cost,140,0,2.0799999237060547,1,informational,1,18,sunburstdeck.com,https://sunburstdeck.com/guide-to-timbertech-decking-costs/,sunburstdeck.com #18,,,7.37,"ai_overview, organic, people_also_ask, popular_products, related_searches"
optimal deck size,140,0,17.68000030517578,0.07000000029802322,informational,1,18,sunburstdeck.com,https://sunburstdeck.com/what-is-a-good-size-deck/,sunburstdeck.com #18,,,7.37,"ai_overview, organic, people_also_ask, images, video, related_searches"
perfect deck size,140,0,17.68000030517578,0.07000000029802322,informational,1,18,sunburstdeck.com,https://sunburstdeck.com/what-is-a-good-size-deck/,sunburstdeck.com #18,,,7.37,"ai_overview, organic, people_also_ask, video, discussions_and_forums, short_videos, related_searches"
how much is trex per square foot,390,0,2.069999933242798,0.9800000190734863,informational,1,52,battlefielddecks.com,https://battlefielddecks.com/is-a-trex-deck-worth-the-cost-fairfax-va/,battlefielddecks.com #52,,,7.36,"ai_overview, organic, people_also_ask, video, related_searches"
construction simplified,390,0,19.459999084472656,0.009999999776482582,informational,1,52,commconstruct.com,https://commconstruct.com/building,commconstruct.com #52,,,7.36,"organic, people_also_ask, related_searches, third_party_reviews, google_reviews, knowledge_graph, images"
home builders lansing mi,110,15,2.0799999237060547,0.5799999833106995,commercial,1,14,commconstruct.com,https://commconstruct.com/building,commconstruct.com #14,,,7.33,"local_pack, organic, related_searches"
home improvement lansing mi,110,13,8.149999618530273,0.33000001311302185,navigational,1,14,commconstruct.com,https://commconstruct.com/,commconstruct.com #14,,,7.33,"local_pack, organic, discussions_and_forums, people_also_ask, related_searches"
outdoor living decks,110,41,17.110000610351562,0.8700000047683716,transactional,2,14,stoneridgeoutdoor.com,https://stoneridgeoutdoor.com/,stoneridgeoutdoor.com #14; coreoutdoor.com #21,,,7.33,"ai_overview, organic, video, perspectives, discussions_and_forums, related_searches, knowledge_graph, google_reviews, popular_products, images"
skirting for decks pictures,110,1,1.159999966621399,0.14000000059604645,informational,1,14,deckguru.com,https://deckguru.com/blog/deck-skirting-ideas-2025/,deckguru.com #14,,,7.33,"images, organic, people_also_ask, video, short_videos, related_searches"
best under deck drainage system for existing decks,110,0,2.309999942779541,0.9700000286102295,commercial,1,14,deckscapesofva.com,https://deckscapesofva.com/blog/what-is-under-deck-drainage-and-best-options,deckscapesofva.com #14,,,7.33,"ai_overview, video, organic, people_also_ask, discussions_and_forums, popular_products, images, related_searches"
patio installation company,320,17,11.510000228881836,0.3400000035762787,commercial,1,43,steadfastinc.com,https://www.steadfastinc.com/patios,steadfastinc.com #43,,,7.27,"local_pack, perspectives, people_also_ask, organic, discussions_and_forums, related_searches"
patio installation services,320,0,12.800000190734863,0.2800000011920929,commercial,1,43,steadfastinc.com,https://www.steadfastinc.com/patios,steadfastinc.com #43,,,7.27,"local_pack, people_also_ask, organic, discussions_and_forums, perspectives, related_searches"
home builder traverse city,210,4,2.0399999618530273,0.6499999761581421,navigational,1,28,commconstruct.com,https://commconstruct.com/traverse-city-mi,commconstruct.com #28,,,7.24,"local_pack, organic, people_also_search, people_also_ask, related_searches"
home builders traverse city michigan,210,0,2.0399999618530273,0.6499999761581421,commercial,1,28,commconstruct.com,https://commconstruct.com/traverse-city-mi,commconstruct.com #28,,,7.24,"local_pack, organic, related_searches, google_reviews"
nuhome exteriors,260,0,42.2400016784668,0.15000000596046448,navigational,1,35,noverraexteriors.com,https://noverraexteriors.com/,noverraexteriors.com #35,,,7.22,"organic, people_also_ask, related_searches, third_party_reviews, google_reviews, knowledge_graph"
covered porch contractors near me,50,0,18.1200008392334,0.6000000238418579,commercial,2,6,battlefielddecks.com,https://battlefielddecks.com/,battlefielddecks.com #6; steadfastinc.com #22,,,7.14,"local_pack, organic, people_also_ask, people_also_search, related_searches"
patios and decks near me,50,26,8.670000076293945,0.6800000071525574,commercial,1,6,battlefielddecks.com,https://battlefielddecks.com/,battlefielddecks.com #6,,,7.14,"local_pack, people_also_ask, organic, related_searches"
deck stain materials,50,11,0.47999998927116394,0.949999988079071,transactional,1,6,deckguru.com,https://deckguru.com/blog/different-types-of-deck-stains/,deckguru.com #6,,,7.14,"organic, people_also_ask, popular_products, video, images, related_searches"
deck staining materials,50,0,0.47999998927116394,0.949999988079071,commercial,1,6,deckguru.com,https://deckguru.com/blog/different-types-of-deck-stains/,deckguru.com #6,,,7.14,"organic, people_also_ask, video, discussions_and_forums, related_searches, popular_products, images"
what is the best stain for a wood deck,50,0,1.409999966621399,1,informational,1,6,deckguru.com,https://deckguru.com/blog/different-types-of-deck-stains/,deckguru.com #6,,,7.14,"ai_overview, video, people_also_ask, organic, discussions_and_forums, perspectives, popular_products, short_videos, related_searches"
best outdoor ceiling material,50,0,0.4000000059604645,0.8999999761581421,commercial,1,6,deckscapesofva.com,https://deckscapesofva.com/blog/comparing-porch-materials-pvc-composite-wood,deckscapesofva.com #6,,,7.14,"ai_overview, organic, people_also_ask, video, popular_products, images, related_searches"
three tiered deck,50,0,,0.029999999329447746,transactional,1,6,deckscapesofva.com,https://deckscapesofva.com/blog/designing-multi-level-decks-northern-va,deckscapesofva.com #6,,,7.14,"ai_overview, images, organic, people_also_ask, video, related_searches"
best mortar for bluestone joints,50,0,0.33000001311302185,0.9700000286102295,commercial,1,6,fairfaxcontractor.com,https://fairfaxcontractor.com/types-of-mortar/,fairfaxcontractor.com #6,,,7.14,"ai_overview, video, people_also_ask, organic, popular_products, images, related_searches"
buying a deck,50,5,3.059999942779541,0.8600000143051147,transactional,1,6,fenceanddeckconnection.com,https://www.fenceanddeckconnection.com/blog/2025/02/06/how-to-buy-a-new-deck-on-a-budget/,fenceanddeckconnection.com #6,,,7.14,"popular_products, people_also_ask, organic, discussions_and_forums, video, perspectives, local_pack, related_searches, images"
deck and fence contractors near me,50,36,2.619999885559082,0.49000000953674316,commercial,1,6,fenceanddeckconnection.com,https://www.fenceanddeckconnection.com/,fenceanddeckconnection.com #6,,,7.14,"local_pack, people_also_ask, organic, related_searches"
deck and fencing companies near me,50,36,13.850000381469727,0.8199999928474426,navigational,1,6,fenceanddeckconnection.com,https://www.fenceanddeckconnection.com/,fenceanddeckconnection.com #6,,,7.14,"local_pack, people_also_ask, organic, related_searches"
fence and deck builders,50,24,13.369999885559082,0.3700000047683716,commercial,2,6,fenceanddeckconnection.com,https://www.fenceanddeckconnection.com/,fenceanddeckconnection.com #6; nvdeck.com #54,,,7.14,"local_pack, people_also_ask, organic, perspectives, related_searches"
fence installation savannah ga,50,25,0.9900000095367432,0.27000001072883606,commercial,1,6,fenceanddeckconnection.com,https://www.fenceanddeckconnection.com/fencing-savannah/,fenceanddeckconnection.com #6,,,7.14,"local_pack, organic, people_also_ask, related_searches"
fences baltimore,50,14,19.09000015258789,0.6899999976158142,navigational,1,6,fenceanddeckconnection.com,https://www.fenceanddeckconnection.com/fencing-baltimore-county/,fenceanddeckconnection.com #6,,,7.14,"organic, local_pack, people_also_ask, people_also_search, related_searches, images"
fencing companies baltimore,50,21,7.070000171661377,0.8299999833106995,commercial,1,6,fenceanddeckconnection.com,https://www.fenceanddeckconnection.com/fencing-baltimore-county/,fenceanddeckconnection.com #6,,,7.14,"local_pack, organic, people_also_ask, people_also_search, related_searches, images"
fire pits for composite decking,50,0,2.259999990463257,1,transactional,1,6,fenceanddeckconnection.com,https://www.fenceanddeckconnection.com/blog/2021/03/11/how-to-safely-use-a-fire-pit-on-your-wood-or-composite-deck/,fenceanddeckconnection.com #6,,,7.14,"popular_products, people_also_ask, organic, video, discussions_and_forums, related_searches"
horizontal deck board fence,50,0,0.4099999964237213,0.9700000286102295,transactional,1,6,fenceanddeckconnection.com,https://www.fenceanddeckconnection.com/fencing-wood/horizontal-privacy/,fenceanddeckconnection.com #6,,,7.14,"images, organic, popular_products, people_also_ask, discussions_and_forums, video, related_searches"
wood privacy fence horizontal,50,0,0.30000001192092896,1,commercial,1,6,fenceanddeckconnection.com,https://www.fenceanddeckconnection.com/fencing-wood/horizontal-privacy/,fenceanddeckconnection.com #6,,,7.14,"images, popular_products, organic, video, related_searches"
porch construction company,50,0,7.720000267028809,0.23999999463558197,commercial,2,6,fortress.builders,https://fortress.builders/,fortress.builders #6; steadfastinc.com #19,,,7.14,"local_pack, organic, people_also_ask, perspectives, related_searches"
