Keyword,Currency,Avg. monthly searches,Three month change,YoY change,Competition,Competition (indexed value),Top of page bid (low range),Top of page bid (high range),Ad impression share,Organic impression share,Organic average position,In account?,In plan?,Searches: Apr 2025,Searches: May 2025,Searches: Jun 2025,Searches: Jul 2025,Searches: Aug 2025,Searches: Sep 2025,Searches: Oct 2025,Searches: Nov 2025,Searches: Dec 2025,Searches: Jan 2026,Searches: Feb 2026,Searches: Mar 2026
cost of extending deck,USD,10,0%,0%,Unknown,,,,,,,,,10,0,0,0,0,0,0,10,0,0,0,0
back deck blueprints,USD,0,0%,0%,Unknown,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
modern deck construction,USD,0,0%,0%,Unknown,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
new outdoor deck,USD,0,0%,0%,Unknown,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
small deck price estimate,USD,10,0%,0%,Unknown,,,,,,,,,10,0,0,0,0,0,0,0,0,0,0,0
building a deck on back of house,USD,, --, --,Unknown,,,,,,,,,,,,,,,,,,,,
square deck plans,USD,0,0%,0%,Unknown,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
wood patio construction,USD,10,0%,0%,Unknown,,,,,,,,,0,0,10,0,0,0,0,0,0,0,0,0
roof deck builders,USD,10,0%,0%,Low,23,,,,,,,,10,10,10,10,30,10,10,10,10,10,10,10
building a large deck,USD,, --, --,Unknown,,,,,,,,,,,,,,,,,,,,
wood porch construction,USD,10,0%,0%,Unknown,,,,,,,,,0,0,10,0,10,0,10,0,0,0,10,0
build a deck from scratch,USD,10,0%,-100%,Unknown,,,,,,,,,0,0,0,0,10,10,0,0,0,0,0,0
composite deck building tips,USD,0,0%,0%,Unknown,,,,,,,Y,,0,0,0,0,0,0,0,0,0,0,0,0
standard deck plans,USD,10,0%,0%,Unknown,,,,,,,,,0,0,0,0,0,0,0,0,0,0,10,0
residential deck plans,USD,0,0%,0%,Unknown,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
patio deck cost estimator,USD,10,0%,0%,Unknown,,,,,,,,,10,0,10,0,0,0,0,0,0,0,0,0
building a deck for beginners,USD,10,0%,0%,Unknown,,,,,,,,,10,0,0,0,0,0,0,0,0,0,0,0
average deck,USD,10,0%,0%,Unknown,,,,,,,,,0,0,0,0,0,0,10,0,0,0,0,0
platinum patio,USD,10,0%,0%,Unknown,,,,,,,,,0,0,0,10,0,0,0,0,0,0,0,0
patio deck layout,USD,10,0%,0%,Unknown,,,,,,,,,0,10,10,10,0,0,10,0,0,0,0,0
deck works reviews,USD,10,0%,0%,Unknown,,,,,,,,,0,0,0,10,0,0,0,0,0,0,0,0
build a wooden patio,USD,10,?,0%,High,71,,,,,,,,0,0,10,10,10,0,0,0,0,0,0,10
average cost of replacing deck,USD,10,0%,0%,Unknown,,,,,,,,,0,10,0,0,0,0,0,0,0,0,0,0
building a deck do i need a permit,USD,, --, --,Unknown,,,,,,,,,,,,,,,,,,,,
average deck square footage,USD,10,0%,0%,Unknown,,,,,,,,,10,0,0,0,10,10,10,0,10,0,0,0
cheapest way to do a deck,USD,, --, --,Unknown,,,,,,,,,,,,,,,,,,,,
wood deck structure,USD,10,?,?,Low,29,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,10
cost of repairing deck,USD,10,0%,0%,Unknown,,,,,,,,,0,0,10,0,0,0,0,0,0,0,0,0
two tiered decks,USD,10,0%,0%,Low,12,,,10%,,,,,30,10,10,10,10,0,10,10,0,10,10,10
deck square footage cost,USD,10,?,?,Medium,36,,,,,,,,10,10,0,10,0,0,0,0,0,0,0,10
cost of 100 sq ft deck,USD,, --, --,Unknown,,,,,,,,,,,,,,,,,,,,
cost of wood to build a deck,USD,0,0%,0%,Unknown,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
3 level deck designs,USD,10,0%,0%,Unknown,,,,,,,,,10,10,10,0,0,0,0,0,0,0,0,0
best deck layout,USD,10,?,?,Low,14,,,,,,,,0,0,0,10,0,0,0,0,0,0,0,10
making a wooden deck,USD,10,0%,0%,Low,0,,,,,,,,10,10,10,10,10,0,10,10,0,10,10,10
2 tier deck plans,USD,0,0%,0%,Unknown,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
designing a deck frame,USD,10,0%,-100%,Unknown,,,,,,,,,10,10,0,10,0,0,0,0,0,0,0,0
free covered deck plans,USD,0,0%,0%,Unknown,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
outdoor deck setup,USD,0,0%,0%,Unknown,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
process of building a deck,USD,10,0%,0%,Unknown,,,,,,,,,0,0,10,0,0,0,0,0,0,0,0,0
deck cost calculator with labor,USD,10,0%,0%,High,86,,,,,,,,10,0,0,0,0,0,0,0,0,10,10,10
labor rate to build a deck,USD,, --, --,Unknown,,,,,,,,,,,,,,,,,,,,
tiered decks,USD,10,0%,0%,Low,0,,,,,,,,10,10,10,10,0,10,10,0,10,10,10,10
deck before and after,USD,10,0%,0%,Low,7,,,,,,,,10,10,10,10,10,0,10,0,10,10,10,10
deck and fence installation,USD,10,0%,0%,Unknown,,,,,,,,,0,0,0,0,10,10,10,0,0,0,0,0
front porch railing contractors,USD,10,?,?,High,71,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,10
two level deck plans,USD,10,0%,0%,Medium,37,,,,,,,,10,10,10,10,10,10,10,0,0,10,10,10
deck advice,USD,0,0%,0%,Unknown,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
basic deck plans free,USD,0,0%,0%,Unknown,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
materials needed to build deck,USD,0,0%,0%,Unknown,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
outdoor wood deck designs,USD,10,0%,0%,Unknown,,,,,,,,,0,0,0,0,0,0,0,10,0,0,0,0
free ground level deck plans,USD,0,0%,0%,Unknown,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
wood deck framing plans,USD,0,0%,0%,Unknown,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
deck material checklist,USD,10,0%,0%,Unknown,,,,,,,,,0,0,0,0,0,0,0,10,0,0,0,0
cost of a 10 by 10 deck,USD,10,?,?,High,86,,,,,,,,0,10,0,0,10,0,10,0,0,0,10,10
porch building cost calculator,USD,0,0%,0%,Unknown,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
backyard deck styles,USD,0,0%,-100%,Unknown,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
county deck services,USD,0,0%,0%,Unknown,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
cost of a deck with roof,USD,10,0%,0%,Medium,36,,,,,,,,10,10,0,10,0,10,10,10,10,10,10,10
back porch designer,USD,0,0%,0%,Unknown,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
ways to build a deck,USD,10,0%,0%,Unknown,,,,,,,Y,,0,0,0,10,0,0,0,0,0,0,0,0
trex patio designs,USD,10,0%,0%,Unknown,,,,,,,,,0,10,0,0,0,0,10,0,0,0,0,0
existing deck,USD,10,?,?,Low,19,,,,,,,,0,10,10,0,10,10,0,0,0,0,0,10
wood porch cost,USD,0,0%,0%,Unknown,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
balcony deck design,USD,10,0%,0%,Unknown,,,,,,,,,0,0,0,10,0,10,10,0,0,0,0,0
deck in yard,USD,10,0%,0%,Unknown,,,,,,,,,0,0,0,0,0,0,0,10,0,0,0,0
ground deck design,USD,10,0%,0%,Unknown,,,,,,,,,0,0,10,0,0,10,0,0,0,0,0,0
high level deck,USD,0,0%,0%,Unknown,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
deck in the yard,USD,0,0%,0%,Unknown,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
cost of a small wooden deck,USD,10,0%,0%,Unknown,,,,,,,,,0,0,0,0,0,0,0,10,0,0,0,0
balcony deck plans,USD,0,0%,0%,Unknown,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
deck wood designs,USD,10,-100%,-100%,Unknown,,,,,,,,,10,10,10,10,10,10,0,10,10,10,10,0
high deck plans,USD,10,0%,?,Low,6,,,,,,,,10,10,0,10,10,0,0,0,10,10,0,10
back of house deck designs,USD,0,0%,0%,Unknown,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
small deck blueprints,USD,0,0%,0%,Unknown,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
deck repair labor cost,USD,10,0%,0%,Unknown,,,,,,,,,0,0,10,0,0,0,0,0,0,0,0,0
deck experts llc,USD,0,0%,0%,Unknown,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
10 by 15 deck,USD,10,0%,0%,Unknown,,,,,,,,,0,0,0,10,0,0,0,0,0,0,0,0
cost of 500 sq ft deck,USD,10,0%,0%,Unknown,,,,,,,,,0,0,0,0,0,10,0,0,0,0,0,0
tool deck,USD,10,0%,0%,High,100,,,,,,,,10,10,10,10,10,10,10,10,10,10,10,10
weather decks,USD,10,0%,0%,Low,7,,,,,,,,10,10,10,10,10,10,10,10,10,10,10,10
unique decking,USD,10,?,?,Medium,43,,,,,,,,10,0,10,0,10,0,0,10,0,0,10,10
decks on ground level,USD,30,50%,-40%,High,79,2.11,9.27,17%,,,,,50,90,50,40,30,20,20,20,10,20,20,30
elevated wood deck,USD,10,?,?,High,100,,,10%,,,,,0,0,0,0,0,0,0,0,0,0,10,10
cost effective deck,USD,10,?,?,Low,0,,,,,,,,0,0,0,0,0,0,0,10,0,0,0,10
redwood deck price per square foot,USD,0,0%,0%,Unknown,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
outdoor deck patterns,USD,0,0%,0%,Unknown,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
all deck backyard,USD,0,0%,0%,Unknown,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
low deck plans,USD,10,0%,0%,Unknown,,,,,,,,,10,0,0,0,0,0,0,0,0,0,0,0
multi level porch designs,USD,, --, --,Unknown,,,,,,,,,,,,,,,,,,,,
backyard porch deck,USD,10,0%,-100%,Unknown,,,,,,,,,0,10,0,0,10,0,0,0,0,0,0,0
deck framing labor cost,USD,10,0%,-100%,Unknown,,,,,,,,,0,0,0,0,0,0,0,0,0,0,10,0
building a small wooden deck,USD,, --, --,Unknown,,,,,,,,,,,,,,,,,,,,
deck in sloped yard,USD,0,0%,0%,Unknown,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
deck patio installation,USD,10,0%,?,Low,11,,,20%,,,Y,,10,10,10,10,0,0,0,0,0,10,10,10
deck checklist,USD,10,0%,?,Low,0,,,,,,,,0,10,10,0,0,0,0,0,0,10,0,10
deck railing planner,USD,10,0%,-100%,Unknown,,,,,,,,,0,0,10,0,0,0,10,0,0,0,0,0
building deck off back of house,USD,0,0%,0%,Unknown,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
best size for a deck,USD,0,0%,0%,Unknown,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
build deck on patio,USD,0,0%,0%,Unknown,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
deck in woods,USD,140,143%,0%,High,93,1.4,5.7,4%,,,,,170,210,170,140,170,110,140,70,70,70,90,170
backyard deck patio,USD,10,0%,0%,High,89,1.98,7.86,30%,,,,,10,10,10,10,10,0,10,0,0,10,0,10
cost calculator to build a deck,USD,0,0%,0%,Unknown,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
deck plans free standing,USD,10,0%,0%,Low,24,,,,,,,,10,0,10,0,10,10,10,10,10,10,0,10
need permit to build deck,USD,10,0%,0%,Unknown,,,,,,,,,0,0,10,0,0,0,0,0,0,0,0,0
new deck styles,USD,10,0%,0%,Unknown,,,,,,,,,0,0,0,10,0,10,0,0,0,0,0,0
ideal deck,USD,10,?,?,Low,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,10
backyard elevated deck,USD,10,0%,?,High,100,,,,,,,,10,10,10,10,0,0,10,0,0,10,0,10
square deck designs,USD,10,0%,-100%,Unknown,,,,,,,,,10,0,10,0,10,10,0,0,0,0,0,0
the fence & deck company,USD,10,0%,-100%,Unknown,,,,,,,,,10,0,0,10,10,0,10,10,0,0,0,0
deck design photos,USD,10,0%,0%,Medium,57,,,,,,,,10,10,10,10,10,10,20,10,10,10,10,10
low level deck design,USD,0,0%,0%,Unknown,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
deck labor cost estimator,USD,10,0%,0%,Unknown,,,,,,,,,0,10,0,0,0,0,0,0,0,0,0,0
elevated backyard deck,USD,10,0%,?,High,100,,,,,,,,10,10,10,10,0,0,10,0,0,10,0,10
wood deck detail,USD,10,0%,0%,Unknown,,,,,,,,,0,0,0,0,10,10,0,0,0,0,0,0
on the level fence and deck,USD,0,0%,-100%,Unknown,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
deck low,USD,20,100%,100%,Medium,57,,,,,,,,30,20,20,20,30,20,20,10,10,20,30,40
add deck to back of house,USD,10,0%,0%,Unknown,,,,,,,,,0,0,0,0,0,10,0,10,0,0,0,0
typical deck size,USD,10,0%,0%,Low,7,,,,,,,,10,10,10,10,10,10,10,10,10,10,0,10
decks built on the ground,USD,10,-100%,0%,Unknown,,,,,,,,,0,0,10,0,0,0,0,0,0,10,0,0
low level deck plans,USD,0,0%,0%,Unknown,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
decks for back of house,USD,10,0%,-100%,Unknown,,,,,,,,,0,0,10,0,0,0,0,0,0,0,0,0
patio deck patterns,USD,0,0%,0%,Unknown,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
expert decking,USD,0,0%,0%,Unknown,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
multi level trex deck,USD,10,0%,0%,Unknown,,,,,,,,,0,0,0,0,0,0,0,10,0,0,0,0
3 tier deck,USD,10,-100%,-100%,Unknown,,,,,,,,,0,10,0,0,0,10,0,0,10,10,10,0
low ground deck,USD,10,?,0%,High,100,,,,,,,,0,10,10,10,0,0,0,0,10,0,0,10
tiered deck designs,USD,10,0%,0%,High,71,,,,,,,,0,0,10,10,10,10,0,0,0,10,10,10
cost to expand a deck,USD,10,0%,0%,Unknown,,,,,,,,,0,10,0,0,0,0,0,0,0,0,0,0
modern outdoor decks designs,USD,10,0%,0%,Unknown,,,,,,,,,0,0,0,0,0,10,10,0,10,0,0,0
trex deck structure,USD,10,?,?,Medium,57,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,10
affordable deck and fence,USD,10,0%,0%,Unknown,,,,,,,,,0,0,0,10,10,0,10,10,0,0,10,0
popular deck designs,USD,10,0%,0%,Unknown,,,,,,,,,0,0,0,0,0,0,10,0,0,0,0,0
500 sq foot deck cost,USD,10,0%,0%,Unknown,,,,,,,,,0,0,0,0,10,0,0,0,0,0,0,0
materials to make a deck,USD,0,0%,0%,Unknown,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
deck with fence,USD,10,0%,0%,Unknown,,,,,,,,,0,10,0,0,0,0,10,0,0,0,0,0
house deck materials,USD,10,0%,-100%,Unknown,,,,,,,,,0,0,0,0,0,0,0,0,0,0,10,0
building with trex,USD,10,0%,0%,Unknown,,,,,,,,,0,0,0,10,0,0,0,0,0,0,0,0
labor cost to repair a deck,USD,10,?,?,Medium,43,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,10
low profile deck design,USD,10,0%,-100%,Unknown,,,,,,,,,10,0,0,10,0,0,0,10,0,0,0,0
decking process,USD,0,0%,0%,Unknown,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
cost of building a covered deck,USD,10,0%,0%,Unknown,,,,,,,,,10,0,10,10,0,0,0,0,10,0,0,0
custom outdoor living space,USD,10,-100%,0%,Unknown,,,,,,,,,10,10,10,10,20,20,10,10,0,10,10,0
deck pattern designs,USD,10,?,?,High,100,,,,,,,,0,0,0,10,0,0,10,0,10,0,10,10
elevated back deck,USD,0,0%,0%,Unknown,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
two tier deck designs,USD,10,?,0%,Medium,43,,,,,,,,10,0,0,0,10,0,0,0,0,0,0,10
trex multi level deck,USD,0,0%,0%,Unknown,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
outdoor backyard deck,USD,10,0%,0%,Unknown,,,,,,,,,0,0,0,0,0,10,0,0,0,0,0,0
wooden backyard deck,USD,10,-100%,-100%,Unknown,,,,,,,,,0,10,10,10,10,10,10,10,10,10,10,0
cheapest way to build a patio deck,USD,0,0%,0%,Unknown,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
ideal deck size,USD,10,0%,?,Medium,50,,,,,,,,10,0,10,0,10,10,10,0,10,10,10,10
deck design guidelines,USD,10,0%,-100%,Unknown,,,,,,,,,10,0,0,10,0,10,10,10,0,0,0,0
low patio deck,USD,10,?,0%,High,71,,,,,,,,0,0,10,0,0,10,10,0,0,0,0,10
outdoor deck structures,USD,0,0%,0%,Unknown,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
elevated wood deck designs,USD,10,0%,0%,Unknown,,,,,,,,,10,0,0,0,0,0,0,0,0,0,0,0
best deck sizes,USD,10,0%,?,Medium,50,,,,,,,,10,0,10,0,10,10,10,0,10,10,10,10
wood patio calculator,USD,10,0%,0%,Unknown,,,,,,,,,0,10,0,0,0,0,0,0,0,0,10,0
cost to build a 10 by 10 deck,USD,0,0%,0%,Unknown,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
wood deck frame construction,USD,0,0%,0%,Unknown,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
architectural decking,USD,10,-100%,-100%,Unknown,,,,,,,,,0,0,0,10,0,0,0,0,0,10,0,0
deck overhaul,USD,10,0%,0%,Unknown,,,,,,,,,0,0,0,0,0,0,0,10,0,0,0,0
multi level composite deck,USD,10,0%,0%,Unknown,,,,,,,,,0,0,0,10,10,0,0,0,0,0,0,0
ground level patio deck,USD,10,0%,0%,Unknown,,,,,,,,,10,0,10,0,0,10,0,10,0,0,0,0
backyard ground deck,USD,0,0%,0%,Unknown,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
average cost to frame a deck,USD,0,0%,0%,Unknown,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
full backyard deck,USD,0,0%,0%,Unknown,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
high deck designs,USD,10,?,?,High,71,,,,,,,,10,0,0,10,10,0,0,0,0,0,0,10
deck custom,USD,10,-67%,0%,Low,14,,,,,,,,10,10,10,10,10,10,10,10,10,30,20,10
multi tier deck designs,USD,0,0%,0%,Unknown,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
building simple deck,USD,10,0%,0%,Unknown,,,,,,,,,0,10,0,10,0,10,0,0,0,0,0,0
low deck in backyard,USD,0,0%,0%,Unknown,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
small deck on back of house,USD,10,0%,0%,Unknown,,,,,,,,,0,0,0,0,0,10,0,0,0,0,0,0
updating deck,USD,10,0%,0%,Low,0,,,,,,,,10,0,10,10,10,10,10,0,0,10,10,10
multi tier deck,USD,10,0%,0%,Unknown,,,,,,,,,0,10,10,0,10,0,0,0,0,0,0,0
ground level deck patio,USD,10,0%,0%,Unknown,,,,,,,,,10,0,10,0,0,10,0,10,0,0,0,0
patio deck backyard,USD,10,0%,0%,High,89,1.98,7.86,30%,,,,,10,10,10,10,10,0,10,0,0,10,0,10
outdoor deck styles,USD,10,0%,0%,Unknown,,,,,,,,,0,0,0,0,10,0,0,0,0,0,0,0
small elevated deck,USD,0,0%,0%,Unknown,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
deck for back porch,USD,10,0%,0%,Unknown,,,,,,,,,0,0,0,0,0,10,0,0,0,0,0,0
trex build,USD,10,0%,0%,Low,0,,,,,,,,0,10,10,0,10,10,0,10,10,10,10,10
deck off back of house,USD,10,?,?,High,71,,,,,,,,10,0,0,10,0,0,0,0,0,0,0,10
prefab decks and porches,USD,10,0%,-100%,Unknown,,,,,,,,,10,10,0,10,0,0,0,10,0,0,0,0
deck ideas wood,USD,10,0%,0%,High,71,,,,,,,,20,20,10,10,10,10,10,10,0,10,10,10
deck for small house,USD,10,?,?,High,100,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,10
building a wood porch,USD,10,0%,0%,Unknown,,,,,,,,,10,0,0,0,0,0,0,0,0,0,0,0
size of decks,USD,10,0%,0%,Unknown,,,,,,,,,0,0,0,0,0,0,0,0,0,0,10,0
building a small deck on the ground,USD,10,0%,-100%,Unknown,,,,,,,,,10,10,0,0,0,0,0,0,0,0,0,0
custom built deck and fence,USD,0,0%,0%,Unknown,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
low deck construction,USD,10,?,0%,High,100,,,,,,,,10,10,10,0,10,10,10,0,0,0,0,10
wood deck balcony,USD,10,?,?,Medium,57,,,,,,,,0,0,10,10,10,10,10,0,0,0,10,10
deck construction cost calculator,USD,20,100%,100%,Medium,35,2.75,5.12,5%,,,,,20,20,30,30,20,20,10,10,10,10,10,20
backyard balcony deck,USD,0,0%,-100%,Unknown,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
elevated deck framing,USD,10,0%,0%,Unknown,,,,,,,,,0,10,0,0,0,0,0,10,0,0,0,0
high deck construction,USD,10,0%,0%,Unknown,,,,,,,,,0,0,10,0,0,0,0,0,0,0,0,0
porch deck framing,USD,10,0%,0%,Unknown,,,,,,,,,10,10,0,0,0,0,0,0,0,0,0,0
low deck backyard,USD,10,?,0%,High,67,,,,,,,,10,10,10,0,10,0,10,10,0,0,0,10
low level decks,USD,10,0%,0%,Medium,57,,,,,,,,0,10,10,10,0,10,10,10,10,10,10,10
deck de patio,USD,10,0%,0%,Unknown,,,,,,,,,10,0,0,0,0,0,0,0,10,0,0,0
deck design rules,USD,0,0%,-100%,Unknown,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
multi level deck framing,USD,0,0%,-100%,Unknown,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
wood deck examples,USD,10,0%,0%,Unknown,,,,,,,,,10,10,10,0,0,0,0,0,0,0,0,0
building an on ground deck,USD,, --, --,Unknown,,,,,,,,,,,,,,,,,,,,
front porch calculator,USD,0,0%,0%,Unknown,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
small porch deck,USD,10,0%,0%,Unknown,,,,,,,,,0,0,10,0,0,0,0,10,0,0,10,0
multi layer deck,USD,10,0%,0%,Unknown,,,,,,,,,10,0,0,0,0,0,0,0,0,0,0,0
re deck,USD,10,?,0%,Low,0,,,,,,Y,,0,10,10,0,0,0,10,0,0,0,0,10
patio wood design,USD,10,0%,0%,Unknown,,,,,,,,,0,10,10,0,10,10,0,0,0,0,0,0
decks high off ground,USD,10,0%,0%,Unknown,,,,,,,,,10,0,0,0,0,0,0,0,0,0,0,0
10 by 10 deck plans,USD,0,0%,0%,Unknown,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
awesome deck designs,USD,10,0%,-100%,Unknown,,,,,,,,,0,10,10,10,10,10,10,0,0,0,0,0
level decks,USD,10,0%,0%,High,100,,,,,,,,10,10,10,10,10,0,10,10,10,10,0,10
wooden deck on ground,USD,10,0%,0%,Unknown,,,,,,,,,10,10,10,0,10,0,0,0,0,0,0,0
ground deck construction,USD,10,0%,-50%,High,97,,,,,,,,10,10,10,10,10,10,10,10,0,10,10,10
a patio deck,USD,0,0%,0%,Unknown,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
building a two level deck,USD,0,0%,0%,Unknown,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
ground decks patios,USD,10,?,?,High,100,,,30%,,,,,0,0,0,0,0,0,0,0,0,0,0,10
deck for pergola,USD,0,0%,0%,Unknown,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
build a deck low to the ground,USD,10,0%,0%,Unknown,,,,,,,,,0,10,10,0,0,0,0,10,0,0,0,0
backyard wood patio,USD,10,-100%,0%,Unknown,,,,,,,,,10,10,0,10,10,10,0,10,0,10,10,0
best backyard deck designs,USD,10,0%,0%,Unknown,,,,,,,,,0,0,10,0,10,0,0,0,0,0,0,0
deck features,USD,10,0%,0%,Unknown,,,,,,,,,0,0,10,0,0,10,0,0,0,0,0,0
low front deck,USD,10,?,?,Low,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,10
covered back deck designs,USD,10,0%,0%,Unknown,,,,,,,,,0,0,10,0,0,0,0,0,0,0,0,0
replacing existing deck,USD,10,0%,0%,Unknown,,,,,,,,,0,10,0,10,0,0,0,0,0,0,0,0
wooden deck styles,USD,0,0%,0%,Unknown,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
average cost to extend deck,USD,0,0%,0%,Unknown,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
trex decking projects,USD,10,0%,0%,Unknown,,,,,,,,,0,10,0,0,0,0,0,0,0,0,0,0
wood deck pattern,USD,10,0%,0%,Medium,64,,,,,,,,10,10,10,10,10,10,10,0,10,10,0,10
cost to repair deck boards,USD,10,0%,0%,Unknown,,,,,,,,,0,10,0,0,10,0,10,0,0,0,10,0
deck frame construction,USD,10,0%,0%,Unknown,,,,,,,,,0,0,10,0,0,10,0,0,0,0,0,0
deck material price per square foot,USD,0,0%,0%,Unknown,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
low wooden deck,USD,10,0%,0%,Unknown,,,,,,,,,0,0,10,10,0,0,10,0,0,0,0,0
nice looking decks,USD,10,0%,0%,Unknown,,,,,,,,,0,10,0,0,0,0,0,0,0,0,0,0
deck construction standards,USD,10,?,?,Low,0,,,,,,,,10,10,0,10,10,10,0,0,10,0,0,10
small wood porch,USD,10,-100%,0%,Unknown,,,,,,,,,10,10,10,0,0,0,10,0,0,10,0,0
cost to have deck boards replaced,USD,10,0%,0%,Unknown,,,,,,,,,10,0,0,0,0,0,0,0,0,0,0,0
wood back porch,USD,10,-100%,0%,Unknown,,,,,,,,,0,10,10,0,0,0,0,0,0,10,0,0
deck framing cost calculator,USD,10,0%,-100%,Unknown,,,,,,,,,10,0,10,0,0,0,10,10,0,0,0,0
backyard deck ground level,USD,0,0%,0%,Unknown,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
deck guidelines,USD,10,0%,?,Low,0,,,,,,,,10,10,0,10,0,10,0,10,0,10,0,10
best time to buy composite decking,USD,0,0%,0%,Unknown,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
permit for a deck,USD,50,67%,0%,Low,2,,,,,,,,50,70,70,50,70,70,40,40,20,30,30,50
building a high deck,USD,0,0%,0%,Unknown,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
low profile decks,USD,10,?,0%,High,100,,,10%,,,,,10,10,10,10,10,10,10,10,10,0,10,10
front of house deck designs,USD,10,0%,0%,Unknown,,,,,,,,,0,0,0,10,0,0,0,0,0,0,0,0
deck square footage,USD,10,?,?,High,79,,,,,,,,10,10,0,0,10,0,10,0,0,0,0,10
low to the ground deck designs,USD,0,0%,0%,Unknown,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
trex porch designs,USD,10,0%,0%,Unknown,,,,,,,,,0,0,0,10,0,10,0,10,0,0,0,0
building on ground deck,USD,10,0%,0%,Unknown,,,,,,,,,0,0,0,0,10,0,0,0,0,0,0,0
this old house building a deck,USD,10,0%,-100%,Unknown,,,,,,,,,10,0,0,0,0,0,0,0,0,0,0,0
